,nombre_artista,nombre_cancion,año_lanzamiento,género_musical,tipo
423,Various Artists,Jacker Baby,2020-01-10,funk_brazil,track
424,Duoscience,Daily Life,2020-08-12,funk_brazil,track
425,Duoscience,Emotions Place,2020-08-12,funk_brazil,track
426,Various Artists,Mr Funky Samba,2020-03-13,funk_brazil,track
427,Various Artists,Na baixa do sapateiro,2020-08-07,funk_brazil,track
428,nCamargo,Got To Be,2020-07-27,funk_brazil,track
429,Various Artists,Come On Baby,2020-01-10,funk_brazil,track
430,nCamargo,Once Upon A Time,2020-07-27,funk_brazil,track
431,Softmal,Dun Da - Extended mix,2020-06-12,funk_brazil,track
432,Various Artists,Honey - Extended Mix,2020-12-18,funk_brazil,track
433,Duoscience,Forget,2020-11-13,funk_brazil,track
434,Various Artists,Baião,2020-10-23,funk_brazil,track
435,Duoscience,Ironic,2020-08-17,funk_brazil,track
436,nCamargo,The Finner Things,2020-08-28,funk_brazil,track
437,Various Artists,Skyy Catz,2020-08-24,funk_brazil,track
438,Various Artists,Tonight,2020-02-21,funk_brazil,track
439,Various Artists,Touch,2020-07-27,funk_brazil,track
440,Various Artists,Move Your Feet - Miami Master 2k19,2020-01-10,funk_brazil,track
441,Duoscience,Daily - Original,2020-07-03,funk_brazil,track
442,Various Artists,Teardrops - Miami Master 2k19,2020-04-12,funk_brazil,track
443,Various Artists,Keep On Groovin',2020-12-18,funk_brazil,track
444,Various Artists,Dun Da - Extended mix,2020-07-27,funk_brazil,track
445,Various Artists,Nobody Strike,2020-04-13,funk_brazil,track
446,Emicida,Who Has a Friend (Has Everything),2020-05-07,funk_brazil,track
447,Various Artists,Na baixa do sapateiro,2020-03-06,funk_brazil,track
448,Various Artists,Soul Thing,2020-07-27,funk_brazil,track
449,Various Artists,Re-Souvenirs,2020-04-11,funk_brazil,track
450,LLølita,Fever - Extended Mix,2020-07-24,funk_brazil,track
451,Softmal,Isis,2020-12-07,funk_brazil,track
452,Various Artists,No Lights,2020-12-21,funk_brazil,track
453,Various Artists,Fato raro,2020-08-01,funk_brazil,track
454,nCamargo,Horizon Cold Line,2020-05-15,funk_brazil,track
455,nCamargo,I Know How You Feel,2020-05-15,funk_brazil,track
456,Various Artists,Said & Done,2020-12-21,funk_brazil,track
457,Duoscience,Megido - Original,2020-03-16,funk_brazil,track
458,nCamargo,Far As I Can Go,2020-05-15,funk_brazil,track
459,Various Artists,Osiris,2020-07-27,funk_brazil,track
460,Duoscience,Emmaus,2020-09-28,funk_brazil,track
461,Various Artists,Mr Funky Samba,2020-03-06,funk_brazil,track
462,Various Artists,Teardrops - Miami Master 2k19,2020-01-24,funk_brazil,track
463,Various Artists,La Song,2020-04-12,funk_brazil,track
464,Various Artists,Casa forte,2021-11-05,funk_brazil,track
465,Softmal,Good Thing - Original Mix,2021-12-17,funk_brazil,track
466,Various Artists,Skyy Catz,2021-02-18,funk_brazil,track
467,Various Artists,Baião,2021-02-05,funk_brazil,track
468,Pregador Luo,Sorriso Sem Preço,2021-04-15,funk_brazil,track
469,Various Artists,"Take the ""A"" Train",2021-07-16,funk_brazil,track
470,Various Artists,Sun Goes Down,2021-12-17,funk_brazil,track
471,Duoscience,Vine,2021-06-18,funk_brazil,track
472,Duoscience,Ramses,2021-06-18,funk_brazil,track
473,Various Artists,Soul Thing,2021-04-15,funk_brazil,track
474,Duoscience,I'm Going - Original,2021-12-13,funk_brazil,track
475,Softmal,Dun Da - Radio Edit,2021-04-22,funk_brazil,track
476,Various Artists,Fato raro,2021-02-05,funk_brazil,track
477,Softmal,Fever - Radio Edit,2021-04-22,funk_brazil,track
478,Various Artists,Area Code 808,2021-08-27,funk_brazil,track
479,Di Paulo,Dun Da - 2k21 Mix,2021-07-02,funk_brazil,track
480,Various Artists,Make My Heart Sing - Original Mix,2021-05-06,funk_brazil,track
481,Various Artists,Cinderela,2021-02-05,funk_brazil,track
482,Various Artists,Come On Baby - Original Mix,2021-05-13,funk_brazil,track
483,Various Artists,Soul de verão (Reggae Version),2021-02-12,funk_brazil,track
484,Duoscience,Guideline,2021-12-29,funk_brazil,track
485,Various Artists,Another Star,2021-04-15,funk_brazil,track
486,Various Artists,Eu vou que vou,2021-08-27,funk_brazil,track
487,Softmal,Scarlett - Andy Craig Club Cut,2021-03-19,funk_brazil,track
488,Duoscience,Golgotha - Original Mix,2021-03-08,funk_brazil,track
489,Various Artists,Korban,2021-11-26,funk_brazil,track
490,Various Artists,Osiris,2021-04-15,funk_brazil,track
491,Various Artists,Fever - Original Mix,2021-05-13,funk_brazil,track
492,Various Artists,Leblon via vaz lobo,2021-09-03,funk_brazil,track
493,Duoscience,Upwind,2021-06-18,funk_brazil,track
494,nCamargo,Mercy On Me - Lofi Hip Hop Mix,2021-12-17,funk_brazil,track
495,Duoscience,Salom,2021-06-18,funk_brazil,track
496,Various Artists,Dance Machine - Original Mix,2021-05-06,funk_brazil,track
497,Duoscience,Evening Souvenirs,2021-12-29,funk_brazil,track
498,Various Artists,Casa forte,2021-12-10,funk_brazil,track
499,Various Artists,Meu baile,2021-03-19,funk_brazil,track
500,LLølita,Feeling - Original Mix,2021-05-21,funk_brazil,track
501,Various Artists,Just This One Night,2021-11-19,funk_brazil,track
502,Duoscience,La Fiesta - Original,2021-12-13,funk_brazil,track
503,Pregador Luo,Alado,2021-04-11,funk_brazil,track
504,Various Artists,A caça,2021-12-10,funk_brazil,track
505,Various Artists,Dun Da - Extended mix,2021-05-06,funk_brazil,track
506,Softmal,You - Original Mix,2021-12-17,funk_brazil,track
507,Various Artists,Pina Colada,2021-10-22,funk_brazil,track
508,Softmal,Rowdy Horn - Radio Edit,2021-04-22,funk_brazil,track
509,Various Artists,Eu vou que vou,2021-09-17,funk_brazil,track
510,Various Artists,Lovely Lady,2021-10-29,funk_brazil,track
511,Various Artists,U Give Me,2021-12-24,funk_brazil,track
512,Various Artists,So Glad - Original Mix,2021-05-13,funk_brazil,track
513,Various Artists,Na baixa do sapateiro,2021-09-03,funk_brazil,track
514,Various Artists,Pare o mundo,2021-02-05,funk_brazil,track
515,Various Artists,Baião,2021-09-03,funk_brazil,track
516,Duoscience,Wish Shalom,2021-12-29,funk_brazil,track
517,Various Artists,Mr Funky Samba,2021-10-22,funk_brazil,track
518,Various Artists,Just,2021-04-15,funk_brazil,track
519,Softmal,Comin' Love - Original Mix,2021-12-17,funk_brazil,track
520,nCamargo,Step In,2021-08-20,funk_brazil,track
521,V/A,Rude Clap - Original Mix,2021-02-22,funk_brazil,track
522,nCamargo,You Only,2021-12-17,funk_brazil,track
523,nCamargo,A Part Of You,2021-01-08,funk_brazil,track
524,Duoscience,Journey,2021-09-24,funk_brazil,track
525,Various Artists,Make My Heart Sing,2021-02-01,funk_brazil,track
526,Various Artists,Leblon via vaz lobo,2021-11-05,funk_brazil,track
527,Softmal,Manequim,2021-02-26,funk_brazil,track
528,Bristol,Into the Motion,2021-12-24,funk_brazil,track
529,Various Artists,Eu vou que vou,2021-06-11,funk_brazil,track
530,Various Artists,Nobody Strike,2021-02-18,funk_brazil,track
531,Various Artists,Fato raro,2021-08-27,funk_brazil,track
532,Duoscience,Danger Time - Original Mix,2021-11-12,funk_brazil,track
533,Duoscience,It Has To Be,2021-05-24,funk_brazil,track
534,Duoscience,Less,2021-09-24,funk_brazil,track
535,Mystific,Saturn Dust,2021-11-26,funk_brazil,track
536,Various Artists,Bring Us Back - Extended Mix,2021-05-20,funk_brazil,track
537,Various Artists,Groovin' That Funky - LLølita Edit,2021-05-06,funk_brazil,track
538,Various Artists,Tonight,2021-02-01,funk_brazil,track
539,Various Artists,Another Star - Original Mix,2021-05-06,funk_brazil,track
540,Softmal,Marshmallow,2021-04-09,funk_brazil,track
541,Various Artists,Don't Walk Alone,2021-11-15,funk_brazil,track
542,Softmal,Phone Call - Radio Edit,2021-04-22,funk_brazil,track
543,Pregador Luo,Esperança,2021-05-27,funk_brazil,track
544,Various Artists,Isis,2021-04-15,funk_brazil,track
545,Various Artists,Metalúrgica,2021-09-24,funk_brazil,track
546,Various Artists,Falcon Love Call (Armazém Nº 2),2021-01-15,funk_brazil,track
547,Various Artists,Mr Funky Samba,2021-01-08,funk_brazil,track
548,Softmal,Another Star - Radio Edit,2021-04-22,funk_brazil,track
549,Softmal,Shazam - Radio Edit,2021-04-22,funk_brazil,track
550,Various Artists,Baião,2021-02-24,funk_brazil,track
551,nCamargo,Aspiration,2021-08-20,funk_brazil,track
552,Duoscience,Signals - Original Mix,2021-11-12,funk_brazil,track
553,nCamargo,Im Feeling,2021-08-20,funk_brazil,track
554,Various Artists,Comin' Love - Original Mix,2021-05-06,funk_brazil,track
555,Softmal,Goldfish - Radio Edit,2021-04-22,funk_brazil,track
556,Duoscience,Fukushim - Original,2021-03-15,funk_brazil,track
557,Various Artists,Leblon via vaz lobo,2021-02-24,funk_brazil,track
558,Various Artists,Casa forte,2021-09-24,funk_brazil,track
559,Various Artists,Touch,2021-04-15,funk_brazil,track
560,Various Artists,Soul Thing,2021-02-01,funk_brazil,track
561,Softmal,Dun Da - 2k21 Mix,2021-12-17,funk_brazil,track
562,Various Artists,Bring Us Back - Extended Mix,2021-05-06,funk_brazil,track
563,Various Artists,Manequim,2021-07-09,funk_brazil,track
564,Duoscience,Hold - Original,2021-12-13,funk_brazil,track
565,Various Artists,Nobody Strike,2021-02-18,funk_brazil,track
566,Pregador Luo,Esperança,2021-05-27,funk_brazil,track
567,Various Artists,Fato raro,2021-08-27,funk_brazil,track
568,Softmal,Dun Da - 2k21 Mix,2021-12-17,funk_brazil,track
569,Softmal,Marshmallow,2021-04-09,funk_brazil,track
570,Softmal,Honey - Radio Edit,2021-04-22,funk_brazil,track
571,Softmal,Manequim,2021-02-26,funk_brazil,track
572,Various Artists,Comin' Love - Original Mix,2021-05-06,funk_brazil,track
573,Duoscience,Vine,2021-06-18,funk_brazil,track
574,Various Artists,Eu vou que vou,2021-03-19,funk_brazil,track
575,Various Artists,Tonight,2021-02-01,funk_brazil,track
576,Various Artists,Touch,2021-04-15,funk_brazil,track
577,Various Artists,Mr Funky Samba,2021-04-09,funk_brazil,track
578,Bristol,Into the Motion,2021-12-24,funk_brazil,track
579,Various Artists,Make My Heart Sing - Original Mix,2021-05-06,funk_brazil,track
580,Various Artists,Touch - Original Mix,2021-05-20,funk_brazil,track
581,Various Artists,A caça,2021-12-10,funk_brazil,track
582,Duoscience,Surrender - Original,2021-12-13,funk_brazil,track
583,Various Artists,Baião,2021-12-17,funk_brazil,track
584,Various Artists,Another Star - Original Mix,2021-05-06,funk_brazil,track
585,Softmal,Another Star - Sunset Anthem Mix,2021-12-17,funk_brazil,track
586,Various Artists,So Glad,2021-04-15,funk_brazil,track
587,Various Artists,Don't Walk Alone,2021-11-15,funk_brazil,track
588,Various Artists,Had It All,2021-12-24,funk_brazil,track
589,Softmal,Phone Call - Radio Edit,2021-04-22,funk_brazil,track
590,Pregador Luo,Negros E Belos,2021-07-01,funk_brazil,track
591,Various Artists,Skyy Catz - Original Mix,2021-05-20,funk_brazil,track
592,nCamargo,Reverie,2021-08-20,funk_brazil,track
593,nCamargo,Confluence,2021-08-20,funk_brazil,track
594,Various Artists,Casa forte,2021-01-15,funk_brazil,track
595,LLølita,Repeater - Radio Edit,2021-04-16,funk_brazil,track
596,Various Artists,Casa forte,2021-09-24,funk_brazil,track
597,Duoscience,Designated - Original Mix,2021-07-23,funk_brazil,track
598,Various Artists,Sou filho da lua,2021-10-22,funk_brazil,track
599,Various Artists,Casa forte,2021-11-05,funk_brazil,track
600,Various Artists,Eu vou que vou,2021-08-27,funk_brazil,track
601,Various Artists,Soul Thing,2021-02-01,funk_brazil,track
602,Pregador Luo,Sorriso Sem Preço,2021-04-15,funk_brazil,track
603,Various Artists,Mirage,2021-11-26,funk_brazil,track
604,Softmal,You - Original Mix,2021-12-17,funk_brazil,track
605,Various Artists,Bring Us Back - Extended Mix,2021-05-20,funk_brazil,track
606,Softmal,Scarlett - Manuel Grandi Remix,2021-03-19,funk_brazil,track
607,Various Artists,Soul de verão (Reggae Version),2021-02-19,funk_brazil,track
608,Softmal,Make My Heart Sing - Original Mix,2021-07-09,funk_brazil,track
609,Softmal,Scarlett - Extended Mix,2021-03-19,funk_brazil,track
610,Duoscience,Gog,2021-12-29,funk_brazil,track
611,Duoscience,I'm Going - Original,2021-10-08,funk_brazil,track
612,Various Artists,Keep On Groovin',2021-02-18,funk_brazil,track
613,Various Artists,Saturday At The Sunset,2021-02-22,funk_brazil,track
614,Duoscience,I'm Going - Original,2021-12-13,funk_brazil,track
615,Various Artists,Cinderela,2021-02-05,funk_brazil,track
616,Various Artists,Falcon Love Call (Armazém Nº 2),2021-01-15,funk_brazil,track
617,Various Artists,Despertar,2021-02-24,funk_brazil,track
618,Duoscience,Salom,2021-06-18,funk_brazil,track
619,Various Artists,Baião,2021-02-24,funk_brazil,track
620,Various Artists,Korban,2021-11-26,funk_brazil,track
621,Softmal,Make My Heart Sing - Original Mix,2021-07-30,funk_brazil,track
622,nCamargo,Aspiration,2021-08-20,funk_brazil,track
623,Duoscience,Mismatched - Original Mix,2021-07-23,funk_brazil,track
624,nCamargo,Somatic,2021-08-20,funk_brazil,track
625,nCamargo,Im Feeling,2021-08-20,funk_brazil,track
626,Various Artists,Urubu malandro,2021-09-24,funk_brazil,track
627,Various Artists,"Take the ""A"" Train",2021-07-16,funk_brazil,track
628,Softmal,So Glad - Original Mix,2021-07-30,funk_brazil,track
629,nCamargo,Mercy On Me - Lofi Hip Hop Mix,2021-12-17,funk_brazil,track
630,Bristol,Saturn Dust,2021-12-24,funk_brazil,track
631,Various Artists,Meu baile,2021-03-19,funk_brazil,track
632,Softmal,Repeater - Original Mix,2021-12-17,funk_brazil,track
633,Various Artists,So Glad,2021-02-01,funk_brazil,track
634,Softmal,Rowdy Horn - Radio Edit,2021-04-22,funk_brazil,track
635,Various Artists,Eu vou que vou,2021-09-17,funk_brazil,track
636,Softmal,Comin' Love - Original Mix,2021-12-17,funk_brazil,track
637,Duoscience,Esther,2021-12-29,funk_brazil,track
638,Duoscience,Signals - Original Mix,2021-11-12,funk_brazil,track
639,Various Artists,Fever - Original Mix,2021-05-13,funk_brazil,track
640,Mystific,Mystical Changes - Original Mix,2022-11-25,funk_brazil,track
641,Dj Andy,Rave Digger,2022-04-01,funk_brazil,track
642,Various Artists,Hot - 2K22 Mix,2022-11-25,funk_brazil,track
643,Duoscience,Compact - Original Mix,2022-11-18,funk_brazil,track
644,Softmal,Keep On Groovin' - Original Mix,2022-06-24,funk_brazil,track
645,nCamargo,Midnight Train,2022-08-12,funk_brazil,track
646,nCamargo,Soul Hook,2022-05-06,funk_brazil,track
647,Softmal,I Know,2022-07-01,funk_brazil,track
648,Various Artists,Shiba,2022-11-04,funk_brazil,track
649,Softmal,Tonight,2022-05-06,funk_brazil,track
650,Various Artists,Deep In My Soul,2022-08-12,funk_brazil,track
651,Various Artists,Pare o mundo,2022-08-05,funk_brazil,track
652,nCamargo,Place To Be,2022-09-27,funk_brazil,track
653,Softmal,Falling Stars,2022-07-08,funk_brazil,track
654,nCamargo,Antares,2022-12-28,funk_brazil,track
655,Various Artists,Deep In My Soul,2022-12-16,funk_brazil,track
656,Softmal,Fever,2022-09-02,funk_brazil,track
657,nCamargo,Dimensions,2022-11-11,funk_brazil,track
658,Various Artists,The Rhythm of the Night - Drum and Bass Version,2022-12-16,funk_brazil,track
659,Softmal,So Glad,2022-07-01,funk_brazil,track
660,nCamargo,The Protocol,2022-12-28,funk_brazil,track
661,Various Artists,Satisfaction,2022-11-25,funk_brazil,track
662,Duoscience,Requisite - Remastered,2022-11-18,funk_brazil,track
663,Softmal,Manequim,2022-07-01,funk_brazil,track
664,Various Artists,Mystical Changes - Original Mix,2022-11-25,funk_brazil,track
665,Duoscience,Aqua - Original,2022-02-18,funk_brazil,track
666,Softmal,Feeling,2022-07-01,funk_brazil,track
667,Various Artists,Baião,2022-01-07,funk_brazil,track
668,nCamargo,Terra Incognita,2022-12-28,funk_brazil,track
669,nCamargo,Conceived,2022-03-18,funk_brazil,track
670,Mystific,Anything - VIP,2022-08-26,funk_brazil,track
671,Mystific,The Fourth Kind,2022-06-06,funk_brazil,track
672,Various Artists,Fragrance of Jazz,2022-06-24,funk_brazil,track
673,Various Artists,The Way Home,2022-04-08,funk_brazil,track
674,Various Artists,"Take the ""A"" Train",2022-12-16,funk_brazil,track
675,Various Artists,I Like It,2022-11-25,funk_brazil,track
676,Various Artists,In Your Eyes,2022-02-14,funk_brazil,track
677,Various Artists,Soul Hook,2022-10-14,funk_brazil,track
678,Duoscience,Lucidity - Original Mix,2022-11-18,funk_brazil,track
679,Duoscience,Edge - Original,2022-02-18,funk_brazil,track
680,Softmal,Nobody Strike - Original Mix,2022-06-24,funk_brazil,track
681,Duoscience,Orbital Flight,2022-09-02,funk_brazil,track
682,Various Artists,Eu vou que vou,2022-02-11,funk_brazil,track
683,Various Artists,Meu baile,2022-04-22,funk_brazil,track
684,Various Artists,Sunshines,2022-11-11,funk_brazil,track
685,Softmal,La Song - Original Mix,2022-06-24,funk_brazil,track
686,Various Artists,You Only,2022-05-27,funk_brazil,track
687,Various Artists,Let Me Hurt,2022-12-16,funk_brazil,track
688,nCamargo,Give It All,2022-08-12,funk_brazil,track
689,Various Artists,Summer Breeze,2022-12-23,funk_brazil,track
690,Softmal,Love On Me,2022-06-17,funk_brazil,track
691,Various Artists,Na Onda do Gin,2022-12-19,funk_brazil,track
692,Various Artists,Rough Diamonds,2022-12-23,funk_brazil,track
693,Softmal,Soul Thing,2022-08-12,funk_brazil,track
694,Softmal,Another Star,2022-07-01,funk_brazil,track
695,Softmal,Phone Call,2022-07-01,funk_brazil,track
696,Various Artists,Na Onda do Gin,2022-12-19,funk_brazil,track
697,Softmal,Tonight,2022-07-01,funk_brazil,track
698,Softmal,Pump And Funk,2022-09-02,funk_brazil,track
699,nCamargo,Moonbeam,2022-12-28,funk_brazil,track
700,Various Artists,Gadara,2022-05-31,funk_brazil,track
701,Various Artists,Portraits (Ghost Loft Vocals),2022-02-25,funk_brazil,track
702,Various Artists,Gratitude,2022-12-09,funk_brazil,track
703,Various Artists,Access,2022-04-22,funk_brazil,track
704,Softmal,Fever - Original Mix,2022-06-24,funk_brazil,track
705,Various Artists,Close Your Eyes,2022-10-31,funk_brazil,track
706,Softmal,Osiris - Original Mix,2022-06-24,funk_brazil,track
707,Various Artists,Caminho da roça,2022-10-07,funk_brazil,track
708,Softmal,Honey,2022-07-01,funk_brazil,track
709,Softmal,Keep On Groovin',2022-10-07,funk_brazil,track
710,Softmal,Allright - Original Mix,2022-05-16,funk_brazil,track
711,Mystific,Rough Diamonds,2022-08-26,funk_brazil,track
712,Various Artists,Thoughts Of You,2022-02-04,funk_brazil,track
713,Various Artists,Love Again - Vocal Mix,2022-12-16,funk_brazil,track
714,Various Artists,Fireside,2022-12-16,funk_brazil,track
715,Various Artists,Nobody is There,2022-09-02,funk_brazil,track
716,Mystific,Coffee SHop,2022-04-01,funk_brazil,track
717,Various Artists,Na Onda do Gin,2022-12-19,funk_brazil,track
718,Various Artists,Anything - VIP,2022-12-09,funk_brazil,track
719,Various Artists,Nobody Strike,2022-06-24,funk_brazil,track
720,Various Artists,Beggining - Original Mix,2022-10-31,funk_brazil,track
721,nCamargo,Outspoken,2022-12-28,funk_brazil,track
722,Duoscience,Stage - Remastered,2022-11-18,funk_brazil,track
723,Softmal,So Glad,2022-05-06,funk_brazil,track
724,Various Artists,I Know,2022-06-24,funk_brazil,track
725,nCamargo,Something Real,2022-07-25,funk_brazil,track
726,Various Artists,Manequim,2022-06-24,funk_brazil,track
727,Softmal,You - Original Mix,2022-06-24,funk_brazil,track
728,Softmal,Days,2022-07-01,funk_brazil,track
729,nCamargo,Sharp Waves,2022-03-18,funk_brazil,track
730,Various Artists,San Juan Sunset,2022-01-07,funk_brazil,track
731,Various Artists,Sweet Magic,2022-01-28,funk_brazil,track
732,Various Artists,Dare - Viewer VIP Mix,2022-12-16,funk_brazil,track
733,Mystific,Nice Nights,2022-04-01,funk_brazil,track
734,Various Artists,1975,2022-12-09,funk_brazil,track
735,nCamargo,New Beginnings,2022-05-06,funk_brazil,track
736,Softmal,Don't You See,2022-09-30,funk_brazil,track
737,Softmal,Repeater - Radio Edit,2022-05-16,funk_brazil,track
738,Various Artists,North Wind,2022-10-31,funk_brazil,track
739,Various Artists,About Me,2022-06-24,funk_brazil,track
740,Various Artists,Love Again - Vocal Mix,2022-12-16,funk_brazil,track
741,Softmal,Repeater - Radio Edit,2022-05-16,funk_brazil,track
742,Various Artists,Soul Hook,2022-10-14,funk_brazil,track
743,nCamargo,Terra Incognita,2022-12-28,funk_brazil,track
744,Various Artists,Na Onda do Gin,2022-12-19,funk_brazil,track
745,Various Artists,Anything - VIP,2022-12-09,funk_brazil,track
746,Various Artists,Mercy On Me,2022-03-18,funk_brazil,track
747,Pregador Luo,Franco,2022-04-19,funk_brazil,track
748,Various Artists,New Beginnings,2022-10-03,funk_brazil,track
749,Various Artists,San Juan Sunset,2022-01-07,funk_brazil,track
750,Mystific,Had It All - Viewer VIP,2022-08-19,funk_brazil,track
751,Softmal,Days,2022-07-01,funk_brazil,track
752,Mystific,Coffee SHop,2022-04-01,funk_brazil,track
753,Duoscience,Stage - Remastered,2022-11-18,funk_brazil,track
754,Various Artists,Sweet Magic,2022-01-28,funk_brazil,track
755,Various Artists,Sadomasoquismo,2022-03-30,funk_brazil,track
756,Softmal,Pump And Funk,2022-09-02,funk_brazil,track
757,Mystific,Anything - VIP,2022-08-26,funk_brazil,track
758,Various Artists,Beggining - Original Mix,2022-10-31,funk_brazil,track
759,Various Artists,I Know,2022-06-24,funk_brazil,track
760,Various Artists,Na Onda do Gin,2022-12-19,funk_brazil,track
761,Various Artists,Groove Line,2022-11-25,funk_brazil,track
762,Various Artists,Rough Diamonds,2022-12-23,funk_brazil,track
763,Softmal,Al Son De La Luna,2022-10-28,funk_brazil,track
764,Various Artists,Society Dub - Original Mix,2023-08-12,funk_brazil,track
765,Mystific,Where I Wanna Go,2023-01-04,funk_brazil,track
766,Various Artists,Diamante - (feat. Honaiser & Luccas Carlos),2023-12-13,funk_brazil,track
767,Various Artists,Signals,2023-08-09,funk_brazil,track
768,Various Artists,No auge,2023-10-28,funk_brazil,track
769,Various Artists,Pinote de jaguar,2023-12-02,funk_brazil,track
770,Various Artists,24 Horas,2023-12-01,funk_brazil,track
771,Various Artists,Mirante,2023-12-08,funk_brazil,track
772,Various Artists,Final de semana,2023-10-19,funk_brazil,track
773,Various Artists,Traje de verão,2023-07-14,funk_brazil,track
774,Various Artists,Posição de ataque,2023-07-21,funk_brazil,track
775,Various Artists,Maria fumaça,2023-07-07,funk_brazil,track
776,Various Artists,Posição de ataque,2023-10-26,funk_brazil,track
777,Mystific,Changes,2023-01-04,funk_brazil,track
778,Various Artists,Final de semana,2023-09-09,funk_brazil,track
779,Various Artists,No Pressure,2023-10-05,funk_brazil,track
780,Various Artists,Posição de ataque,2023-08-23,funk_brazil,track
781,Various Artists,Guardian Of The Way,2023-09-08,funk_brazil,track
782,Various Artists,Posição de ataque,2023-06-16,funk_brazil,track
783,Various Artists,Posição de ataque,2023-12-16,funk_brazil,track
784,Duoscience,Zona Norte,2023-12-14,funk_brazil,track
785,Various Artists,Traje de verão,2023-07-14,funk_brazil,track
786,Various Artists,Progresso pros nossos,2023-08-25,funk_brazil,track
787,Various Artists,Pinote de jaguar,2023-11-14,funk_brazil,track
788,Various Artists,24 horas,2023-12-13,funk_brazil,track
789,Duoscience,Danger Time,2023-12-14,funk_brazil,track
790,Various Artists,Circo marimbondo,2023-07-07,funk_brazil,track
791,Various Artists,Reverse,2023-07-21,funk_brazil,track
792,Various Artists,Baião,2023-07-07,funk_brazil,track
793,Various Artists,Como ela vem,2023-07-21,funk_brazil,track
794,Various Artists,Point of View - Lynx Remix,2023-04-07,funk_brazil,track
795,Various Artists,Final de semana,2023-08-04,funk_brazil,track
796,Various Artists,Pinote de Jaguar,2023-11-07,funk_brazil,track
797,Various Artists,Como ela vem,2023-10-06,funk_brazil,track
798,Various Artists,Final de semana,2023-07-21,funk_brazil,track
799,Various Artists,Dois copos,2023-08-16,funk_brazil,track
800,nCamargo,Rebirth,2023-06-23,funk_brazil,track
801,Various Artists,Pinote de Jaguar,2023-09-30,funk_brazil,track
802,Various Artists,5 estrelas,2023-10-27,funk_brazil,track
803,Mystific,Alone With You,2023-01-04,funk_brazil,track
804,Mystific,Anymore,2023-03-17,funk_brazil,track
805,Various Artists,Posição de ataque,2023-11-09,funk_brazil,track
806,WC no Beat,Cavala,2023-12-13,funk_brazil,track
807,Various Artists,Fata Morgana,2023-12-01,funk_brazil,track
808,Various Artists,Posição de ataque,2023-12-13,funk_brazil,track
809,Various Artists,Molho,2023-08-04,funk_brazil,track
810,Various Artists,Perennial,2023-10-19,funk_brazil,track
811,Softmal,The Night,2023-06-23,funk_brazil,track
812,Various Artists,Pinote de Jaguar,2023-11-04,funk_brazil,track
813,Various Artists,24 Horas,2023-11-04,funk_brazil,track
814,Various Artists,Undiluted,2023-11-01,funk_brazil,track
815,Various Artists,Molho,2023-09-01,funk_brazil,track
816,Various Artists,Posição de ataque,2023-07-21,funk_brazil,track
817,Various Artists,Sem convite,2023-10-19,funk_brazil,track
818,Various Artists,Coisas Da Vida,2023-12-01,funk_brazil,track
819,Various Artists,Undiluted,2023-09-04,funk_brazil,track
820,Various Artists,Final de semana,2023-08-25,funk_brazil,track
821,Various Artists,5 Estrelas,2023-09-09,funk_brazil,track
822,Various Artists,Under Control,2023-03-24,funk_brazil,track
823,Various Artists,Posição de ataque,2023-06-16,funk_brazil,track
824,Various Artists,For Sentimental Reasons,2023-01-13,funk_brazil,track
825,nCamargo,Undiluted,2023-05-12,funk_brazil,track
826,Various Artists,Vôo sobre o horizonte,2023-07-28,funk_brazil,track
827,WC no Beat,Taradona (feat. Laura Sette),2023-12-13,funk_brazil,track
828,Various Artists,Rebirth,2023-11-01,funk_brazil,track
829,Various Artists,Reverse,2023-11-18,funk_brazil,track
830,Various Artists,Posição de ataque,2023-08-23,funk_brazil,track
831,Various Artists,Sucker Punch,2023-10-27,funk_brazil,track
832,Various Artists,Sofonias,2023-10-31,funk_brazil,track
833,nCamargo,Sucker Punch,2023-05-12,funk_brazil,track
834,Various Artists,Progresso pros nossos,2023-07-28,funk_brazil,track
835,nCamargo,All Tonight,2023-08-19,funk_brazil,track
836,Various Artists,24 Horas,2023-08-25,funk_brazil,track
837,Various Artists,Summer,2023-12-22,funk_brazil,track
838,Various Artists,Half Way,2023-10-20,funk_brazil,track
839,Various Artists,That Piano Track,2023-12-15,funk_brazil,track
840,Various Artists,Pinote de Jaguar,2023-08-25,funk_brazil,track
841,Various Artists,24 Horas,2023-08-26,funk_brazil,track
842,Various Artists,Undiluted,2023-11-03,funk_brazil,track
843,Various Artists,Pinote de Jaguar,2023-08-26,funk_brazil,track
844,Various Artists,Dois copos,2023-09-09,funk_brazil,track
845,Various Artists,Posição de ataque,2023-12-01,funk_brazil,track
846,Various Artists,Posição de ataque,2023-11-04,funk_brazil,track
847,Duoscience,Golgotha,2023-12-14,funk_brazil,track
848,Various Artists,Posição de ataque,2023-12-16,funk_brazil,track
849,Various Artists,24 Horas,2023-08-23,funk_brazil,track
850,nCamargo,As You Wish,2023-08-19,funk_brazil,track
851,Mystific,Save Me - Ramilson Maia Remix,2023-03-10,funk_brazil,track
852,Various Artists,Liquid State,2023-04-14,funk_brazil,track
853,Various Artists,Por Inteira,2023-10-19,funk_brazil,track
854,Various Artists,Dancing On My Own - Original Mix,2023-01-06,funk_brazil,track
855,Various Artists,Fuzuê,2023-10-19,funk_brazil,track
